Weight (kg),Age,Height (cm),Size
54,24,167.64,S
52,24,154.94,S
56,24,162.56,S
58,24,160.02,S
54,24,167.64,S
54,24,157.48,S
54,24,160.02,S
55,24,162.56,S
56,24,165.1,S
53,24,162.56,S
49,24,167.64,S
49,24,167.64,S
58,24,162.56,S
54,24,172.72,S
54,24,152.4,S
49,24,167.64,S
49,24,167.64,S
61,24,165.1,S
56,24,167.64,S
55,24,170.18,S
63,24,172.72,S
56,24,162.56,S
53,24,157.48,S
49,24,167.64,S
61,24,162.56,S
47,24,157.48,S
58,24,165.1,S
54,24,170.18,S
55,24,167.64,S
54,24,175.26,S
54,24,154.94,S
49,24,160.02,S
56,24,165.1,S
52,24,162.56,S
58,24,170.18,S
52,24,165.1,S
58,24,167.64,S
49,24,160.02,S
56,24,172.72,S
49,24,167.64,S
52,24,157.48,S
47,24,157.48,S
56,24,172.72,S
54,24,170.18,S
54,24,167.64,S
49,24,160.02,S
54,24,172.72,S
52,24,175.26,S
68,24,172.72,S
54,24,172.72,S
47,24,167.64,S
54,24,170.18,S
56,24,160.02,S
56,24,167.64,S
49,24,167.64,S
52,24,162.56,S
52,24,157.48,S
52,24,162.56,S
61,24,170.18,S
51,24,160.02,S
58,24,172.72,S
45,24,149.86,S
61,24,180.34,S
56,24,167.64,S
49,24,167.64,S
54,24,157.48,S
56,24,167.64,S
54,24,160.02,S
58,24,167.64,S
52,24,157.48,S
56,24,170.18,S
56,24,165.1,S
62,24,180.34,S
54,24,165.1,S
49,24,160.02,S
45,24,157.48,S
58,24,170.18,S
58,24,167.64,S
53,24,162.56,S
51,24,175.26,S
49,24,154.94,S
63,24,172.72,S
54,24,157.48,S
52,24,162.56,S
54,24,160.02,S
61,24,170.18,S
54,24,162.56,S
54,24,167.64,S
54,24,160.02,S
54,24,152.4,S
54,24,157.48,S
51,24,152.4,S
54,24,162.56,S
54,24,160.02,S
52,24,157.48,S
58,24,172.72,S
46,24,157.48,S
49,24,167.64,S
52,24,160.02,S
54,24,157.48,S
49,24,165.1,S
52,24,170.18,S
58,24,167.64,S
45,24,152.4,S
56,24,167.64,S
46,24,160.02,S
48,24,157.48,S
56,24,165.1,S
52,24,175.26,S
52,24,157.48,S
55,24,165.1,S
46,24,154.94,S
56,24,162.56,S
48,24,152.4,S
56,24,160.02,S
52,24,165.1,S
58,24,162.56,S
62,24,167.64,S
58,24,167.64,S
52,24,162.56,S
53,24,160.02,S
54,24,165.1,S
63,24,160.02,S
54,24,160.02,S
53,24,154.94,S
49,24,160.02,S
49,24,160.02,S
54,24,157.48,S
54,24,157.48,S
49,24,160.02,S
56,24,165.1,S
49,24,162.56,S
56,24,157.48,S
54,24,167.64,S
49,24,160.02,S
54,24,157.48,S
54,24,157.48,S
54,24,157.48,S
56,24,157.48,S
56,24,165.1,S
55,24,162.56,S
49,24,172.72,S
58,24,175.26,S
62,24,162.56,S
56,24,149.86,S
58,24,157.48,S
57,24,167.64,S
56,24,162.56,S
49,24,167.64,S
52,24,162.56,S
58,24,162.56,S
54,24,175.26,S
45,24,162.56,S
58,24,170.18,S
58,24,157.48,S
53,24,154.94,S
54,24,162.56,S
49,24,160.02,S
54,24,170.18,S
52,24,152.4,S
54,24,160.02,S
49,24,167.64,S
49,24,162.56,S
54,24,160.02,S
62,24,180.34,S
54,24,162.56,S
52,24,152.4,S
49,24,170.18,S
49,24,167.64,S
52,24,162.56,S
54,24,172.72,S
45,24,149.86,S
49,24,167.64,S
48,24,167.64,S
52,24,162.56,S
56,24,157.48,S
61,24,172.72,S
59,24,175.26,S
54,24,170.18,S
58,24,157.48,S
54,24,167.64,S
49,24,167.64,S
49,24,167.64,S
54,24,154.94,S
59,24,167.64,S
45,24,157.48,S
56,24,177.8,S
49,24,170.18,S
53,24,157.48,S
54,24,165.1,S
52,24,162.56,S
56,24,167.64,S
56,24,162.56,S
49,24,160.02,S
52,24,157.48,S
54,24,170.18,S
56,24,167.64,S
52,24,170.18,S
45,24,152.4,S
56,24,165.1,S
52,24,167.64,S
54,24,157.48,S
54,24,160.02,S
52,24,157.48,S
52,24,160.02,S
51,24,157.48,S
54,24,157.48,S
61,24,162.56,S
54,24,170.18,S
49,24,160.02,S
57,24,172.72,S
54,24,157.48,S
61,24,160.02,S
54,24,162.56,S
49,24,160.02,S
56,24,167.64,S
63,24,170.18,S
54,24,182.88,S
56,24,167.64,S
51,24,160.02,S
54,24,172.72,S
54,24,157.48,S
54,24,160.02,S
55,24,165.1,S
45,24,157.48,S
56,24,172.72,S
49,24,157.48,S
56,24,167.64,S
49,24,167.64,S
56,24,162.56,S
58,24,175.26,S
54,24,170.18,S
45,24,162.56,S
49,24,165.1,S
54,24,160.02,S
50,24,160.02,S
52,24,162.56,S
58,24,175.26,S
54,24,157.48,S
56,24,160.02,S
54,24,165.1,S
48,24,157.48,S
56,24,157.48,S
47,24,167.64,S
56,24,170.18,S
56,24,165.1,S
54,24,157.48,S
54,24,165.1,S
53,24,157.48,S
56,24,165.1,S
52,24,160.02,S
61,24,167.64,S
45,24,162.56,S
53,24,162.56,S
47,24,167.64,S
56,24,167.64,S
52,24,157.48,S
49,24,157.48,S
54,24,160.02,S
61,24,175.26,S
52,24,162.56,S
49,24,160.02,S
54,24,160.02,S
54,24,165.1,S
49,24,167.64,S
49,24,167.64,S
49,24,162.56,S
63,24,172.72,S
54,24,165.1,S
45,24,162.56,S
52,24,160.02,S
54,24,165.1,S
56,24,162.56,S
58,24,162.56,S
54,24,170.18,S
58,24,160.02,S
56,24,157.48,S
45,24,162.56,S
49,24,160.02,S
47,24,167.64,S
52,24,157.48,S
54,24,160.02,S
49,24,154.94,S
54,24,165.1,S
49,24,167.64,S
54,24,149.86,S
53,24,170.18,S
54,24,167.64,S
60,24,170.18,S
54,24,157.48,S
56,24,177.8,S
58,24,167.64,S
51,24,160.02,S
58,24,175.26,S
48,24,152.4,S
52,24,167.64,S
57,24,175.26,S
53,24,162.56,S
49,24,152.4,S
54,24,162.56,S
49,24,162.56,S
54,24,170.18,S
58,24,160.02,S
54,24,162.56,S
53,24,167.64,S
49,24,160.02,S
63,25,167.64,S
61,25,165.1,S
58,25,175.26,S
56,25,167.64,S
54,25,165.1,S
60,25,165.1,S
50,25,165.1,S
54,25,149.86,S
54,25,157.48,S
56,25,162.56,S
51,25,162.56,S
54,25,160.02,S
52,25,157.48,S
58,25,170.18,S
50,25,165.1,S
54,25,162.56,S
52,25,162.56,S
56,25,160.02,S
52,25,157.48,S
58,25,160.02,S
54,25,165.1,S
54,25,160.02,S
58,25,162.56,S
56,25,162.56,S
58,25,172.72,S
58,25,172.72,S
55,25,167.64,S
58,25,175.26,S
49,25,162.56,S
56,25,162.56,S
47,25,157.48,S
56,25,157.48,S
47,25,154.94,S
54,25,167.64,S
54,25,162.56,S
52,25,160.02,S
47,25,157.48,S
53,25,160.02,S
53,25,162.56,S
63,25,162.56,S
54,25,165.1,S
58,25,157.48,S
54,25,162.56,S
54,25,157.48,S
53,25,154.94,S
54,25,167.64,S
58,25,172.72,S
56,25,162.56,S
47,25,157.48,S
58,25,157.48,S
49,25,170.18,S
54,25,165.1,S
54,25,165.1,S
52,25,157.48,S
56,25,167.64,S
58,25,175.26,S
51,25,162.56,S
54,25,160.02,S
54,25,177.8,S
56,25,165.1,S
58,25,162.56,S
56,25,165.1,S
65,25,160.02,S
52,25,149.86,S
55,25,177.8,S
54,25,157.48,S
61,25,177.8,S
52,25,167.64,S
56,25,170.18,S
48,25,167.64,S
51,25,167.64,S
56,25,157.48,S
47,25,149.86,S
45,25,157.48,S
51,25,162.56,S
56,25,172.72,S
53,25,170.18,S
54,25,160.02,S
56,25,167.64,S
61,25,165.1,S
58,25,160.02,S
56,25,165.1,S
50,25,162.56,S
47,25,157.48,S
54,25,172.72,S
48,25,165.1,S
53,25,165.1,S
56,25,160.02,S
56,25,157.48,S
47,25,157.48,S
54,25,154.94,S
56,25,177.8,S
55,25,170.18,S
47,25,157.48,S
49,25,165.1,S
54,25,162.56,S
49,25,160.02,S
57,25,167.64,S
56,25,170.18,S
54,25,160.02,S
58,25,170.18,S
56,25,162.56,S
54,25,162.56,S
54,25,165.1,S
65,25,175.26,S
52,25,157.48,S
57,25,170.18,S
54,25,165.1,S
61,25,177.8,S
45,25,152.4,S
54,25,160.02,S
55,25,167.64,S
54,25,162.56,S
61,25,175.26,S
51,25,157.48,S
56,25,167.64,S
54,25,160.02,S
50,25,165.1,S
58,25,160.02,S
52,25,170.18,S
54,25,172.72,S
54,25,154.94,S
52,25,162.56,S
54,25,165.1,S
54,25,170.18,S
58,25,177.8,S
49,25,154.94,S
56,25,175.26,S
54,25,165.1,S
56,25,170.18,S
63,25,177.8,S
54,25,162.56,S
54,25,167.64,S
54,25,170.18,S
48,25,157.48,S
58,25,167.64,S
52,25,162.56,S
56,25,160.02,S
54,25,172.72,S
49,25,157.48,S
56,25,162.56,S
61,25,177.8,S
53,25,162.56,S
47,25,160.02,S
56,25,170.18,S
47,25,157.48,S
52,25,157.48,S
51,25,162.56,S
52,25,175.26,S
52,25,157.48,S
53,25,165.1,S
44,25,165.1,S
61,25,170.18,S
54,25,167.64,S
56,25,162.56,S
54,25,162.56,S
52,25,167.64,S
52,25,162.56,S
56,25,172.72,S
59,25,180.34,S
62,25,170.18,S
58,25,157.48,S
58,25,175.26,S
56,25,162.56,S
56,25,162.56,S
53,25,167.64,S
58,25,162.56,S
61,25,180.34,S
52,25,157.48,S
56,25,167.64,S
58,25,172.72,S
53,25,160.02,S
63,25,162.56,S
52,25,152.4,S
53,25,160.02,S
63,25,177.8,S
54,25,160.02,S
51,25,167.64,S
56,25,167.64,S
63,25,177.8,S
56,25,170.18,S
52,25,167.64,S
55,25,167.64,S
52,25,157.48,S
58,25,162.56,S
58,25,170.18,S
54,25,152.4,S
49,25,162.56,S
58,25,165.1,S
53,25,157.48,S
48,25,152.4,S
53,25,160.02,S
51,25,162.56,S
51,25,157.48,S
52,25,157.48,S
61,25,172.72,S
54,25,160.02,S
61,25,172.72,S
62,25,170.18,S
50,25,157.48,S
51,25,162.56,S
58,25,165.1,S
55,25,162.56,S
56,25,167.64,S
54,25,162.56,S
52,25,165.1,S
53,25,160.02,S
54,25,160.02,S
47,25,165.1,S
49,25,157.48,S
56,25,154.94,S
51,25,162.56,S
54,25,157.48,S
52,25,162.56,S
61,25,170.18,S
49,25,157.48,S
58,25,149.86,S
56,25,170.18,S
58,25,172.72,S
47,25,162.56,S
47,25,157.48,S
54,25,165.1,S
52,25,160.02,S
56,25,162.56,S
58,25,162.56,S
50,25,172.72,S
58,25,162.56,S
47,25,157.48,S
61,25,172.72,S
52,25,157.48,S
48,25,152.4,S
47,25,157.48,S
56,25,162.56,S
56,25,172.72,S
58,25,167.64,S
53,25,157.48,S
56,25,160.02,S
56,25,165.1,S
56,25,154.94,S
63,25,167.64,S
55,25,167.64,S
47,25,157.48,S
55,25,172.72,S
55,25,167.64,S
52,25,165.1,S
56,25,162.56,S
61,25,175.26,S
54,25,165.1,S
47,25,157.48,S
47,25,154.94,S
52,25,157.48,S
58,25,160.02,S
56,25,167.64,S
56,25,157.48,S
58,25,175.26,S
54,25,162.56,S
49,25,157.48,S
61,25,172.72,S
52,25,162.56,S
52,25,162.56,S
52,25,172.72,S
49,25,157.48,S
52,25,162.56,S
52,25,157.48,S
49,25,157.48,S
49,25,157.48,S
58,25,172.72,S
55,25,154.94,S
56,25,162.56,S
56,25,157.48,S
51,25,154.94,S
61,25,170.18,S
52,25,154.94,S
53,25,157.48,S
51,25,162.56,S
56,25,157.48,S
54,25,160.02,S
51,25,162.56,S
47,25,152.4,S
57,25,160.02,S
47,25,154.94,S
56,25,170.18,S
56,25,162.56,S
66,25,182.88,S
58,25,167.64,S
53,25,160.02,S
63,25,170.18,S
52,25,170.18,S
54,25,165.1,S
47,25,162.56,S
56,25,165.1,S
58,25,162.56,S
58,25,175.26,S
54,25,162.56,S
56,25,160.02,S
49,25,167.64,S
47,25,157.48,S
58,25,162.56,S
54,25,165.1,S
52,25,165.1,S
47,25,160.02,S
47,25,157.48,S
54,25,160.02,S
65,25,177.8,S
48,25,160.02,S
56,25,175.26,S
57,25,165.1,S
56,25,170.18,S
53,25,165.1,S
54,25,170.18,S
55,25,167.64,S
52,25,165.1,S
54,25,167.64,S
52,25,162.56,S
61,25,170.18,S
53,25,162.56,S
52,25,160.02,S
54,25,162.56,S
58,25,180.34,S
53,25,162.56,S
54,25,157.48,S
53,25,170.18,S
62,25,160.02,S
54,25,165.1,S
58,25,165.1,S
54,25,160.02,S
49,25,152.4,S
54,25,157.48,S
47,25,157.48,S
61,25,170.18,S
52,25,157.48,S
56,25,162.56,S
52,25,157.48,S
58,25,157.48,S
54,25,162.56,S
61,25,167.64,S
56,25,160.02,S
56,25,165.1,S
54,25,157.48,S
51,25,157.48,S
63,25,170.18,S
54,25,157.48,S
48,25,157.48,S
56,25,172.72,S
61,25,162.56,S
52,25,157.48,S
62,25,175.26,S
56,25,165.1,S
54,25,167.64,S
52,25,165.1,S
52,25,154.94,S
47,25,157.48,S
54,25,170.18,S
56,25,170.18,S
51,25,162.56,S
68,25,172.72,S
51,25,162.56,S
58,25,167.64,S
49,25,154.94,S
63,25,177.8,S
56,25,172.72,S
52,25,157.48,S
56,25,162.56,S
49,25,154.94,S
56,25,172.72,S
54,25,167.64,S
50,25,160.02,S
54,25,165.1,S
56,25,157.48,S
58,25,165.1,S
51,25,162.56,S
51,25,160.02,S
52,25,165.1,S
48,25,154.94,S
52,25,157.48,S
54,25,172.72,S
49,25,154.94,S
54,25,165.1,S
56,25,170.18,S
56,25,172.72,S
54,25,165.1,S
51,25,157.48,S
55,25,165.1,S
53,25,162.56,S
56,25,160.02,S
54,25,160.02,S
52,25,162.56,S
52,25,157.48,S
54,25,167.64,S
57,25,160.02,S
53,25,170.18,S
52,25,167.64,S
54,25,170.18,S
47,25,147.32,S
61,25,167.64,S
56,25,170.18,S
56,25,167.64,S
54,25,170.18,S
51,25,162.56,S
51,25,162.56,S
56,25,162.56,S
48,25,160.02,S
63,25,177.8,S
55,25,172.72,S
56,25,170.18,S
50,25,157.48,S
56,25,170.18,S
63,25,160.02,S
54,25,170.18,S
57,25,167.64,S
56,25,165.1,S
53,25,167.64,S
54,25,170.18,S
58,25,165.1,S
49,25,160.02,S
58,25,152.4,S
61,25,172.72,S
52,25,162.56,S
56,25,162.56,S
48,25,152.4,S
56,25,165.1,S
58,25,172.72,S
58,25,170.18,S
56,25,152.4,S
54,25,160.02,S
56,25,172.72,S
56,25,170.18,S
54,25,167.64,S
56,25,170.18,S
52,25,167.64,S
57,25,172.72,S
56,25,162.56,S
53,25,167.64,S
49,25,162.56,S
54,25,162.56,S
56,25,165.1,S
56,25,162.56,S
54,25,162.56,S
51,25,154.94,S
50,25,165.1,S
58,25,167.64,S
56,25,170.18,S
54,25,167.64,S
52,25,180.34,S
63,25,177.8,S
56,25,172.72,S
58,25,162.56,S
47,25,157.48,S
58,25,172.72,S
57,25,160.02,S
58,25,167.64,S
58,25,175.26,S
56,25,172.72,S
56,25,170.18,S
63,25,177.8,S
61,25,162.56,S
56,25,152.4,S
49,25,162.56,S
54,25,162.56,S
56,25,170.18,S
47,25,157.48,S
49,25,157.48,S
56,25,157.48,S
58,25,170.18,S
55,25,172.72,S
47,25,157.48,S
56,25,165.1,S
54,25,165.1,S
56,25,167.64,S
51,25,162.56,S
61,25,170.18,S
54,25,167.64,S
56,25,167.64,S
52,25,170.18,S
56,25,167.64,S
52,25,157.48,S
72,25,167.64,S
58,25,172.72,S
52,25,162.56,S
54,25,162.56,S
58,25,162.56,S
49,25,160.02,S
49,25,170.18,S
58,25,170.18,S
56,25,167.64,S
52,25,157.48,S
58,25,177.8,S
58,25,162.56,S
58,25,167.64,S
62,25,175.26,S
54,25,165.1,S
58,25,167.64,S
54,25,160.02,S
53,25,162.56,S
47,25,157.48,S
56,25,170.18,S
52,25,167.64,S
58,25,172.72,S
54,25,157.48,S
47,25,157.48,S
58,25,162.56,S
58,25,170.18,S
54,25,167.64,S
54,25,160.02,S
51,25,162.56,S
55,25,172.72,S
56,25,154.94,S
58,25,172.72,S
58,25,170.18,S
52,25,157.48,S
54,25,157.48,S
53,25,160.02,S
51,25,162.56,S
58,25,162.56,S
57,25,170.18,S
61,25,157.48,S
56,25,167.64,S
55,25,162.56,S
52,25,157.48,S
48,25,167.64,S
54,25,162.56,S
52,25,157.48,S
56,25,157.48,S
47,25,162.56,S
56,25,170.18,S
53,25,157.48,S
54,25,172.72,S
48,25,157.48,S
54,25,170.18,S
52,25,162.56,S
56,25,170.18,S
54,25,157.48,S
47,25,157.48,S
61,25,162.56,S
52,25,165.1,S
54,25,167.64,S
60,25,160.02,S
55,25,157.48,S
61,25,177.8,S
56,25,162.56,S
58,25,165.1,S
56,25,170.18,S
56,25,162.56,S
56,25,160.02,S
47,25,162.56,S
47,25,157.48,S
61,25,167.64,S
52,25,165.1,S
58,25,175.26,S
58,25,160.02,S
56,25,170.18,S
58,25,165.1,S
58,25,170.18,S
54,25,165.1,S
52,25,157.48,S
51,25,157.48,S
51,25,157.48,S
53,25,154.94,S
54,25,167.64,S
56,25,162.56,S
55,25,165.1,S
50,25,170.18,S
52,25,157.48,S
56,25,162.56,S
52,25,149.86,S
56,25,162.56,S
64,25,157.48,S
52,25,160.02,S
58,25,162.56,S
54,25,165.1,S
56,25,172.72,S
54,25,170.18,S
49,25,162.56,S
54,25,172.72,S
61,25,172.72,S
58,25,170.18,S
63,25,167.64,S
52,25,157.48,S
54,25,162.56,S
56,25,170.18,S
53,25,162.56,S
63,25,177.8,S
63,25,177.8,S
54,25,167.64,S
58,25,160.02,S
61,25,170.18,S
56,25,165.1,S
47,25,157.48,S
54,25,152.4,S
48,25,157.48,S
58,25,160.02,S
48,25,162.56,S
63,25,165.1,S
56,25,157.48,S
51,25,162.56,S
56,25,170.18,S
54,25,167.64,S
50,25,160.02,S
59,25,167.64,S
56,25,162.56,S
52,25,157.48,S
51,25,157.48,S
52,25,167.64,S
47,25,157.48,S
58,25,162.56,S
61,25,172.72,S
54,25,160.02,S
54,25,165.1,S
48,25,157.48,S
52,25,162.56,S
58,25,175.26,S
54,25,157.48,S
51,25,162.56,S
54,25,162.56,S
56,25,167.64,S
49,25,172.72,S
54,25,165.1,S
54,25,157.48,S
43,25,152.4,S
54,25,165.1,S
49,25,162.56,S
52,25,147.32,S
54,25,172.72,S
54,25,162.56,S
52,25,162.56,S
53,25,157.48,S
56,25,157.48,S
58,25,162.56,S
56,25,162.56,S
58,25,162.56,S
61,25,170.18,S
49,25,157.48,S
56,25,170.18,S
58,25,165.1,S
54,25,162.56,S
61,25,172.72,S
49,25,160.02,S
56,25,157.48,S
56,25,172.72,S
54,25,170.18,S
54,25,162.56,S
54,25,167.64,S
54,25,162.56,S
52,25,162.56,S
58,25,160.02,S
56,25,162.56,S
52,25,162.56,S
58,25,172.72,S
51,25,162.56,S
53,25,154.94,S
61,25,160.02,S
54,25,165.1,S
52,25,160.02,S
55,25,157.48,S
58,25,152.4,S
56,25,180.34,S
52,25,167.64,S
58,25,170.18,S
58,25,160.02,S
61,25,170.18,S
58,25,165.1,S
54,25,172.72,S
51,25,162.56,S
51,25,162.56,S
56,25,170.18,S
54,25,167.64,S
61,25,170.18,S
47,25,157.48,S
55,26,170.18,S
56,26,165.1,S
55,26,162.56,S
55,26,162.56,S
49,26,162.56,S
48,26,154.94,S
49,26,170.18,S
61,26,162.56,S
54,26,160.02,S
60,26,157.48,S
56,26,154.94,S
58,26,172.72,S
56,26,154.94,S
62,26,167.64,S
56,26,170.18,S
50,26,157.48,S
54,26,162.56,S
54,26,165.1,S
56,26,172.72,S
49,26,170.18,S
54,26,154.94,S
56,26,170.18,S
57,26,175.26,S
55,26,170.18,S
55,26,170.18,S
54,26,170.18,S
58,26,167.64,S
58,26,165.1,S
55,26,170.18,S
54,26,157.48,S
52,26,162.56,S
54,26,154.94,S
58,26,162.56,S
52,26,162.56,S
49,26,172.72,S
48,26,162.56,S
54,26,162.56,S
55,26,170.18,S
58,26,175.26,S
54,26,170.18,S
55,26,154.94,S
59,26,162.56,S
52,26,167.64,S
52,26,167.64,S
58,26,162.56,S
49,26,160.02,S
58,26,170.18,S
54,26,170.18,S
43,26,154.94,S
56,26,162.56,S
58,26,165.1,S
54,26,165.1,S
55,26,170.18,S
58,26,172.72,S
59,26,172.72,S
56,26,165.1,S
56,26,157.48,S
55,26,170.18,S
43,26,152.4,S
65,26,157.48,S
55,26,170.18,S
58,26,162.56,S
49,26,165.1,S
52,26,157.48,S
54,26,162.56,S
56,26,154.94,S
57,26,165.1,S
57,26,175.26,S
53,26,154.94,S
58,26,175.26,S
52,26,167.64,S
42,26,160.02,S
57,26,162.56,S
49,26,165.1,S
47,26,160.02,S
55,26,170.18,S
55,26,170.18,S
58,26,172.72,S
56,26,162.56,S
52,26,154.94,S
47,26,154.94,S
54,26,167.64,S
52,26,162.56,S
56,26,162.56,S
56,26,157.48,S
54,26,172.72,S
54,26,162.56,S
52,26,157.48,S
47,26,160.02,S
58,26,160.02,S
55,26,170.18,S
54,26,160.02,S
47,26,152.4,S
51,26,170.18,S
48,26,162.56,S
54,26,154.94,S
55,26,170.18,S
47,26,167.64,S
65,26,167.64,S
52,26,157.48,S
58,26,172.72,S
52,26,162.56,S
52,26,149.86,S
55,26,170.18,S
55,26,170.18,S
56,26,170.18,S
57,26,162.56,S
52,26,160.02,S
54,26,160.02,S
57,26,162.56,S
53,26,162.56,S
55,26,172.72,S
54,26,165.1,S
58,26,167.64,S
55,26,170.18,S
61,26,172.72,S
61,26,177.8,S
55,26,170.18,S
53,26,167.64,S
56,26,165.1,S
55,26,167.64,S
58,26,170.18,S
54,26,157.48,S
56,26,167.64,S
52,26,167.64,S
54,26,165.1,S
57,26,160.02,S
43,26,154.94,S
58,26,177.8,S
55,26,170.18,S
56,26,170.18,S
45,26,149.86,S
52,26,170.18,S
54,26,162.56,S
54,26,160.02,S
52,26,162.56,S
63,26,175.26,S
58,26,157.48,S
58,26,167.64,S
65,26,172.72,S
54,26,162.56,S
58,26,162.56,S
54,26,167.64,S
56,26,157.48,S
56,26,170.18,S
54,26,160.02,S
43,26,152.4,S
55,26,170.18,S
43,26,154.94,S
49,26,154.94,S
63,26,162.56,S
54,26,162.56,S
56,26,160.02,S
50,26,162.56,S
49,26,160.02,S
56,26,162.56,S
54,26,160.02,S
55,26,170.18,S
47,26,157.48,S
53,26,172.72,S
49,26,157.48,S
58,26,162.56,S
54,26,160.02,S
54,26,157.48,S
52,26,165.1,S
45,26,152.4,S
61,26,175.26,S
49,26,160.02,S
55,26,157.48,S
61,26,170.18,S
52,26,157.48,S
46,26,152.4,S
58,26,175.26,S
55,26,170.18,S
49,26,167.64,S
58,26,162.56,S
55,26,157.48,S
58,26,167.64,S
55,26,170.18,S
58,26,160.02,S
55,26,170.18,S
52,26,170.18,S
58,26,167.64,S
54,26,160.02,S
59,26,160.02,S
58,26,170.18,S
52,26,157.48,S
54,26,162.56,S
48,26,162.56,S
56,26,160.02,S
58,26,157.48,S
54,26,157.48,S
54,26,157.48,S
54,26,167.64,S
52,26,160.02,S
48,26,170.18,S
53,26,167.64,S
56,26,170.18,S
49,26,160.02,S
55,26,157.48,S
52,26,162.56,S
55,26,170.18,S
52,26,152.4,S
52,26,160.02,S
55,26,170.18,S
49,26,160.02,S
49,26,165.1,S
56,26,170.18,S
54,26,170.18,S
55,26,170.18,S
58,26,167.64,S
56,26,162.56,S
52,26,162.56,S
46,26,152.4,S
53,26,170.18,S
54,26,170.18,S
55,26,170.18,S
56,26,160.02,S
49,26,170.18,S
52,26,160.02,S
56,26,165.1,S
63,26,172.72,S
56,26,170.18,S
52,26,167.64,S
58,26,165.1,S
63,26,177.8,S
54,26,157.48,S
58,26,162.56,S
55,26,170.18,S
49,26,152.4,S
58,26,175.26,S
56,26,167.64,S
50,26,162.56,S
61,26,172.72,S
56,26,172.72,S
49,26,162.56,S
52,26,162.56,S
61,26,175.26,S
45,26,149.86,S
55,26,170.18,S
54,26,165.1,S
65,26,160.02,S
55,26,170.18,S
54,26,165.1,S
58,26,167.64,S
50,26,157.48,S
61,26,162.56,S
62,26,175.26,S
58,26,162.56,S
56,26,170.18,S
58,26,177.8,S
49,26,152.4,S
52,26,167.64,S
54,26,154.94,S
54,26,165.1,S
54,26,167.64,S
53,26,160.02,S
55,26,170.18,S
54,26,165.1,S
58,26,177.8,S
56,26,170.18,S
48,26,162.56,S
65,26,162.56,S
56,26,165.1,S
49,26,165.1,S
56,26,160.02,S
61,26,170.18,S
52,26,172.72,S
55,26,170.18,S
58,26,170.18,S
55,26,170.18,S
52,26,165.1,S
58,26,162.56,S
56,26,165.1,S
51,26,165.1,S
52,26,162.56,S
52,26,165.1,S
58,26,165.1,S
44,26,154.94,S
54,26,162.56,S
54,26,162.56,S
55,26,170.18,S
40,26,165.1,S
55,26,170.18,S
56,26,167.64,S
55,26,170.18,S
56,26,167.64,S
53,26,160.02,S
58,26,157.48,S
54,26,160.02,S
56,26,175.26,S
49,26,152.4,S
49,26,167.64,S
55,26,170.18,S
54,26,157.48,S
56,26,162.56,S
49,26,160.02,S
52,26,165.1,S
58,26,160.02,S
49,26,165.1,S
55,26,170.18,S
55,26,167.64,S
56,26,172.72,S
55,26,165.1,S
56,26,165.1,S
58,26,165.1,S
55,26,170.18,S
56,26,172.72,S
56,26,167.64,S
52,26,162.56,S
50,26,157.48,S
52,26,167.64,S
60,26,167.64,S
55,26,170.18,S
54,26,172.72,S
49,26,172.72,S
54,26,160.02,S
55,26,170.18,S
54,26,160.02,S
50,26,157.48,S
58,26,170.18,S
58,26,162.56,S
56,26,170.18,S
62,26,165.1,S
54,26,162.56,S
48,26,162.56,S
54,26,162.56,S
55,26,172.72,S
58,26,175.26,S
58,26,162.56,S
57,26,167.64,S
52,26,170.18,S
58,26,175.26,S
52,26,170.18,S
52,26,160.02,S
57,26,170.18,S
58,26,157.48,S
54,26,167.64,S
61,26,177.8,S
55,26,170.18,S
52,26,154.94,S
56,26,162.56,S
51,26,160.02,S
47,26,157.48,S
49,26,165.1,S
56,26,172.72,S
54,26,165.1,S
54,26,157.48,S
59,26,162.56,S
55,26,170.18,S
49,26,152.4,S
55,26,167.64,S
55,26,170.18,S
113,26,160.02,S
58,26,177.8,S
54,26,160.02,S
60,26,170.18,S
55,26,165.1,S
48,26,162.56,S
58,26,175.26,S
56,26,170.18,S
55,26,170.18,S
53,26,165.1,S
54,26,177.8,S
55,26,170.18,S
56,26,160.02,S
63,26,175.26,S
54,26,154.94,S
58,26,167.64,S
55,26,170.18,S
54,26,165.1,S
47,26,147.32,S
49,26,160.02,S
52,26,170.18,S
48,26,162.56,S
55,26,170.18,S
65,26,172.72,S
58,26,172.72,S
54,26,170.18,S
62,26,167.64,S
54,26,175.26,S
50,26,162.56,S
54,26,172.72,S
56,26,167.64,S
57,26,177.8,S
56,26,167.64,S
53,26,154.94,S
58,26,162.56,S
58,26,160.02,S
54,26,157.48,S
58,26,172.72,S
54,26,162.56,S
59,26,167.64,S
49,26,160.02,S
47,26,157.48,S
58,26,162.56,S
47,26,167.64,S
52,26,162.56,S
63,26,172.72,S
55,26,170.18,S
55,26,170.18,S
53,26,167.64,S
58,26,160.02,S
60,26,157.48,S
55,26,170.18,S
55,26,170.18,S
56,26,170.18,S
55,26,170.18,S
54,26,167.64,S
52,26,162.56,S
56,26,167.64,S
55,26,170.18,S
49,26,162.56,S
49,26,165.1,S
49,26,175.26,S
56,26,157.48,S
49,26,160.02,S
51,26,165.1,S
52,26,167.64,S
54,26,165.1,S
65,26,177.8,S
56,26,167.64,S
55,26,160.02,S
55,26,162.56,S
